NAME.x,Census_Tract.x,County.x,State.x,tract_short,tract_uid,ntaname,Year,Population,Italian,Prop
"Census Tract 236, Bronx County, New York",Census Tract 236,Bronx County,New York,236,2236,Van Nest-Morris Park-Westchester Square,2017,2110,139,0.065876777
"Census Tract 237.02, Bronx County, New York",Census Tract 237.02,Bronx County,New York,237.02,2237.02,Bedford Park-Fordham North,2017,1203,26,0.021612635
"Census Tract 237.03, Bronx County, New York",Census Tract 237.03,Bronx County,New York,237.03,2237.03,Fordham South,2017,5746,136,0.023668639000000002
"Census Tract 237.04, Bronx County, New York",Census Tract 237.04,Bronx County,New York,237.04,2237.04,Fordham South,2017,4295,23,0.005355064
"Census Tract 238, Bronx County, New York",Census Tract 238,Bronx County,New York,238,2238,Van Nest-Morris Park-Westchester Square,2017,2551,128,0.050176401
"Census Tract 239, Bronx County, New York",Census Tract 239,Bronx County,New York,239,2239,Fordham South,2017,7547,0,0
"Census Tract 240, Bronx County, New York",Census Tract 240,Bronx County,New York,240,2240,Van Nest-Morris Park-Westchester Square,2017,3986,75,0.018815855
"Census Tract 241, Bronx County, New York",Census Tract 241,Bronx County,New York,241,2241,Mount Hope,2017,6378,59,0.009250549
"Census Tract 243, Bronx County, New York",Census Tract 243,Bronx County,New York,243,2243,University Heights-Morris Heights,2017,5446,29,0.005325009
"Census Tract 244, Bronx County, New York",Census Tract 244,Bronx County,New York,244,2244,Van Nest-Morris Park-Westchester Square,2017,2276,336,0.147627417
"Census Tract 245.01, Bronx County, New York",Census Tract 245.01,Bronx County,New York,245.01,2245.01,University Heights-Morris Heights,2017,5601,43,0.0076772
"Census Tract 245.02, Bronx County, New York",Census Tract 245.02,Bronx County,New York,245.02,2245.02,University Heights-Morris Heights,2017,3882,0,0
"Census Tract 246, Bronx County, New York",Census Tract 246,Bronx County,New York,246,2246,Pelham Parkway,2017,2365,440,0.186046512
"Census Tract 247, Bronx County, New York",Census Tract 247,Bronx County,New York,247,2247,University Heights-Morris Heights,2017,1884,4,0.002123142
"Census Tract 248, Bronx County, New York",Census Tract 248,Bronx County,New York,248,2248,Pelham Parkway,2017,2998,636,0.212141428
"Census Tract 249, Bronx County, New York",Census Tract 249,Bronx County,New York,249,2249,University Heights-Morris Heights,2017,0,0,0
"Census Tract 250, Bronx County, New York",Census Tract 250,Bronx County,New York,250,2250,Pelham Parkway,2017,2716,671,0.247054492
"Census Tract 251, Bronx County, New York",Census Tract 251,Bronx County,New York,251,2251,University Heights-Morris Heights,2017,6732,1,1.49e-4
"Census Tract 252, Bronx County, New York",Census Tract 252,Bronx County,New York,252,2252,Van Nest-Morris Park-Westchester Square,2017,2780,733,0.263669065
"Census Tract 253, Bronx County, New York",Census Tract 253,Bronx County,New York,253,2253,Kingsbridge Heights,2017,6279,31,0.004937092
"Census Tract 254, Bronx County, New York",Census Tract 254,Bronx County,New York,254,2254,Van Nest-Morris Park-Westchester Square,2017,2325,849,0.36516129
"Census Tract 255, Bronx County, New York",Census Tract 255,Bronx County,New York,255,2255,Kingsbridge Heights,2017,6523,46,0.00705197
"Census Tract 256, Bronx County, New York",Census Tract 256,Bronx County,New York,256,2256,Van Nest-Morris Park-Westchester Square,2017,1536,237,0.154296875
"Census Tract 257, Bronx County, New York",Census Tract 257,Bronx County,New York,257,2257,University Heights-Morris Heights,2017,1941,19,0.009788769
"Census Tract 261, Bronx County, New York",Census Tract 261,Bronx County,New York,261,2261,Kingsbridge Heights,2017,1969,12,0.006094464
"Census Tract 263, Bronx County, New York",Census Tract 263,Bronx County,New York,263,2263,Kingsbridge Heights,2017,5993,9,0.001501752
"Census Tract 264, Bronx County, New York",Census Tract 264,Bronx County,New York,264,2264,Schuylerville-Throgs Neck-Edgewater Park,2017,5519,705,0.127740533
"Census Tract 265, Bronx County, New York",Census Tract 265,Bronx County,New York,265,2265,Kingsbridge Heights,2017,8499,30,0.003529827
"Census Tract 266.01, Bronx County, New York",Census Tract 266.01,Bronx County,New York,266.01,2266.01,Pelham Bay-Country Club-City Island,2017,3377,802,0.237488895
"Census Tract 266.02, Bronx County, New York",Census Tract 266.02,Bronx County,New York,266.02,2266.02,Pelham Bay-Country Club-City Island,2017,5714,1064,0.18620931
"Census Tract 267.01, Bronx County, New York",Census Tract 267.01,Bronx County,New York,267.01,2267.01,Van Cortlandt Village,2017,4101,95,0.023165082
"Census Tract 267.02, Bronx County, New York",Census Tract 267.02,Bronx County,New York,267.02,2267.02,Van Cortlandt Village,2017,7115,58,0.008151792
"Census Tract 269, Bronx County, New York",Census Tract 269,Bronx County,New York,269,2269,Kingsbridge Heights,2017,3802,25,0.006575487
"Census Tract 273, Bronx County, New York",Census Tract 273,Bronx County,New York,273,2273,Van Cortlandt Village,2017,7732,0,0
"Census Tract 274.01, Bronx County, New York",Census Tract 274.01,Bronx County,New York,274.01,2274.01,Pelham Bay-Country Club-City Island,2017,4961,2301,0.463817779
"Census Tract 274.02, Bronx County, New York",Census Tract 274.02,Bronx County,New York,274.02,2274.02,Pelham Bay-Country Club-City Island,2017,3460,1560,0.450867052
"Census Tract 276, Bronx County, New York",Census Tract 276,Bronx County,New York,276,2276,park-cemetery-etc-Bronx,2017,36,0,0
"Census Tract 277, Bronx County, New York",Census Tract 277,Bronx County,New York,277,2277,Van Cortlandt Village,2017,5674,35,0.006168488
"Census Tract 279, Bronx County, New York",Census Tract 279,Bronx County,New York,279,2279,Van Cortlandt Village,2017,7350,225,0.030612245
"Census Tract 281, Bronx County, New York",Census Tract 281,Bronx County,New York,281,2281,Van Cortlandt Village,2017,4314,165,0.038247566
"Census Tract 283, Bronx County, New York",Census Tract 283,Bronx County,New York,283,2283,Spuyten Duyvil-Kingsbridge,2017,2927,13,0.004441408
"Census Tract 284, Bronx County, New York",Census Tract 284,Bronx County,New York,284,2284,Van Nest-Morris Park-Westchester Square,2017,595,13,0.021848739
"Census Tract 285, Bronx County, New York",Census Tract 285,Bronx County,New York,285,2285,Spuyten Duyvil-Kingsbridge,2017,3377,166,0.049156056
"Census Tract 286, Bronx County, New York",Census Tract 286,Bronx County,New York,286,2286,Van Nest-Morris Park-Westchester Square,2017,1284,267,0.207943925
"Census Tract 287, Bronx County, New York",Census Tract 287,Bronx County,New York,287,2287,Spuyten Duyvil-Kingsbridge,2017,3332,159,0.047719088
"Census Tract 288, Bronx County, New York",Census Tract 288,Bronx County,New York,288,2288,Pelham Parkway,2017,3274,1161,0.354612095
"Census Tract 289, Bronx County, New York",Census Tract 289,Bronx County,New York,289,2289,Spuyten Duyvil-Kingsbridge,2017,4646,109,0.023461042
"Census Tract 293.01, Bronx County, New York",Census Tract 293.01,Bronx County,New York,293.01,2293.01,Spuyten Duyvil-Kingsbridge,2017,1835,178,0.097002725
"Census Tract 293.02, Bronx County, New York",Census Tract 293.02,Bronx County,New York,293.02,2293.02,Spuyten Duyvil-Kingsbridge,2017,5838,380,0.065090785
"Census Tract 295, Bronx County, New York",Census Tract 295,Bronx County,New York,295,2295,Spuyten Duyvil-Kingsbridge,2017,4614,292,0.063285652
"Census Tract 296, Bronx County, New York",Census Tract 296,Bronx County,New York,296,2296,Pelham Parkway,2017,1650,132,0.08
"Census Tract 297, Bronx County, New York",Census Tract 297,Bronx County,New York,297,2297,Spuyten Duyvil-Kingsbridge,2017,3791,147,0.038776049
"Census Tract 300, Bronx County, New York",Census Tract 300,Bronx County,New York,300,2300,Pelham Bay-Country Club-City Island,2017,5687,926,0.162827501
"Census Tract 301, Bronx County, New York",Census Tract 301,Bronx County,New York,301,2301,Spuyten Duyvil-Kingsbridge,2017,1314,62,0.04718417
"Census Tract 302, Bronx County, New York",Census Tract 302,Bronx County,New York,302,2302,Co-op City,2017,9613,54,0.005617393
"Census Tract 307.01, Bronx County, New York",Census Tract 307.01,Bronx County,New York,307.01,2307.01,North Riverdale-Fieldston-Riverdale,2017,5580,398,0.071326165
"Census Tract 309, Bronx County, New York",Census Tract 309,Bronx County,New York,309,2309,North Riverdale-Fieldston-Riverdale,2017,3582,177,0.049413735
"Census Tract 310, Bronx County, New York",Census Tract 310,Bronx County,New York,310,2310,Allerton-Pelham Gardens,2017,4806,785,0.163337495
"Census Tract 312, Bronx County, New York",Census Tract 312,Bronx County,New York,312,2312,Allerton-Pelham Gardens,2017,1779,317,0.178189994
"Census Tract 314, Bronx County, New York",Census Tract 314,Bronx County,New York,314,2314,Allerton-Pelham Gardens,2017,2228,577,0.258976661
"Census Tract 316, Bronx County, New York",Census Tract 316,Bronx County,New York,316,2316,Allerton-Pelham Gardens,2017,1899,395,0.208004213
"Census Tract 318, Bronx County, New York",Census Tract 318,Bronx County,New York,318,2318,Allerton-Pelham Gardens,2017,2001,225,0.112443778
"Census Tract 319, Bronx County, New York",Census Tract 319,Bronx County,New York,319,2319,North Riverdale-Fieldston-Riverdale,2017,636,179,0.281446541
"Census Tract 323, Bronx County, New York",Census Tract 323,Bronx County,New York,323,2323,North Riverdale-Fieldston-Riverdale,2017,4423,301,0.068053357
"Census Tract 324, Bronx County, New York",Census Tract 324,Bronx County,New York,324,2324,Bronxdale,2017,3173,58,0.018279231
"Census Tract 326, Bronx County, New York",Census Tract 326,Bronx County,New York,326,2326,Allerton-Pelham Gardens,2017,3463,655,0.189142362
"Census Tract 328, Bronx County, New York",Census Tract 328,Bronx County,New York,328,2328,Bronxdale,2017,4005,68,0.016978777
"Census Tract 330, Bronx County, New York",Census Tract 330,Bronx County,New York,330,2330,Bronxdale,2017,5925,106,0.017890295
"Census Tract 332.01, Bronx County, New York",Census Tract 332.01,Bronx County,New York,332.01,2332.01,Bronxdale,2017,4490,126,0.028062361
"Census Tract 332.02, Bronx County, New York",Census Tract 332.02,Bronx County,New York,332.02,2332.02,Bronxdale,2017,4334,155,0.035763729
"Census Tract 334, Bronx County, New York",Census Tract 334,Bronx County,New York,334,2334,park-cemetery-etc-Bronx,2017,570,5,0.00877193
"Census Tract 335, Bronx County, New York",Census Tract 335,Bronx County,New York,335,2335,North Riverdale-Fieldston-Riverdale,2017,2112,194,0.091856061
"Census Tract 336, Bronx County, New York",Census Tract 336,Bronx County,New York,336,2336,Bronxdale,2017,6822,33,0.004837291
"Census Tract 337, Bronx County, New York",Census Tract 337,Bronx County,New York,337,2337,North Riverdale-Fieldston-Riverdale,2017,2490,280,0.112449799
"Census Tract 338, Bronx County, New York",Census Tract 338,Bronx County,New York,338,2338,Bronxdale,2017,4350,92,0.021149425
"Census Tract 340, Bronx County, New York",Census Tract 340,Bronx County,New York,340,2340,Bronxdale,2017,4984,130,0.026083467
"Census Tract 342, Bronx County, New York",Census Tract 342,Bronx County,New York,342,2342,Allerton-Pelham Gardens,2017,2040,89,0.043627451
"Census Tract 343, Bronx County, New York",Census Tract 343,Bronx County,New York,343,2343,North Riverdale-Fieldston-Riverdale,2017,1609,64,0.039776259
"Census Tract 344, Bronx County, New York",Census Tract 344,Bronx County,New York,344,2344,Allerton-Pelham Gardens,2017,2207,53,0.024014499
"Census Tract 345, Bronx County, New York",Census Tract 345,Bronx County,New York,345,2345,North Riverdale-Fieldston-Riverdale,2017,3591,128,0.035644667
"Census Tract 348, Bronx County, New York",Census Tract 348,Bronx County,New York,348,2348,Allerton-Pelham Gardens,2017,6776,46,0.006788666
"Census Tract 350, Bronx County, New York",Census Tract 350,Bronx County,New York,350,2350,Allerton-Pelham Gardens,2017,1951,37,0.018964634
"Census Tract 351, Bronx County, New York",Census Tract 351,Bronx County,New York,351,2351,North Riverdale-Fieldston-Riverdale,2017,3628,532,0.146637266
"Census Tract 356, Bronx County, New York",Census Tract 356,Bronx County,New York,356,2356,Eastchester-Edenwald-Baychester,2017,2400,54,0.0225
"Census Tract 358, Bronx County, New York",Census Tract 358,Bronx County,New York,358,2358,Eastchester-Edenwald-Baychester,2017,8115,86,0.010597659
"Census Tract 359, Bronx County, New York",Census Tract 359,Bronx County,New York,359,2359,East Tremont,2017,2234,0,0
"Census Tract 360, Bronx County, New York",Census Tract 360,Bronx County,New York,360,2360,Allerton-Pelham Gardens,2017,2977,141,0.047363117
"Census Tract 361, Bronx County, New York",Census Tract 361,Bronx County,New York,361,2361,East Tremont,2017,5794,1,1.73e-4
"Census Tract 363, Bronx County, New York",Census Tract 363,Bronx County,New York,363,2363,East Tremont,2017,8121,55,0.006772565
"Census Tract 364, Bronx County, New York",Census Tract 364,Bronx County,New York,364,2364,Eastchester-Edenwald-Baychester,2017,2474,0,0
"Census Tract 365.01, Bronx County, New York",Census Tract 365.01,Bronx County,New York,365.01,2365.01,East Tremont,2017,4079,0,0
"Census Tract 365.02, Bronx County, New York",Census Tract 365.02,Bronx County,New York,365.02,2365.02,East Tremont,2017,2182,7,0.003208066
"Census Tract 367, Bronx County, New York",Census Tract 367,Bronx County,New York,367,2367,East Tremont,2017,2592,22,0.008487654
"Census Tract 368, Bronx County, New York",Census Tract 368,Bronx County,New York,368,2368,Williamsbridge-Olinville,2017,2152,31,0.014405204
"Census Tract 369.01, Bronx County, New York",Census Tract 369.01,Bronx County,New York,369.01,2369.01,East Tremont,2017,2259,7,0.003098716
"Census Tract 369.02, Bronx County, New York",Census Tract 369.02,Bronx County,New York,369.02,2369.02,East Tremont,2017,2150,88,0.040930233
"Census Tract 370, Bronx County, New York",Census Tract 370,Bronx County,New York,370,2370,Williamsbridge-Olinville,2017,2307,69,0.029908973
"Census Tract 371, Bronx County, New York",Census Tract 371,Bronx County,New York,371,2371,East Tremont,2017,4308,1,2.32e-4
"Census Tract 372, Bronx County, New York",Census Tract 372,Bronx County,New York,372,2372,Williamsbridge-Olinville,2017,2083,27,0.012962074
"Census Tract 373, Bronx County, New York",Census Tract 373,Bronx County,New York,373,2373,East Tremont,2017,5858,69,0.011778764
"Census Tract 374, Bronx County, New York",Census Tract 374,Bronx County,New York,374,2374,Williamsbridge-Olinville,2017,3904,24,0.006147541
"Census Tract 375.04, Bronx County, New York",Census Tract 375.04,Bronx County,New York,375.04,2375.04,East Tremont,2017,3470,48,0.013832853
"Census Tract 376, Bronx County, New York",Census Tract 376,Bronx County,New York,376,2376,Williamsbridge-Olinville,2017,2257,21,0.009304386
"Census Tract 378, Bronx County, New York",Census Tract 378,Bronx County,New York,378,2378,Williamsbridge-Olinville,2017,3260,0,0
"Census Tract 379, Bronx County, New York",Census Tract 379,Bronx County,New York,379,2379,Mount Hope,2017,5360,22,0.004104478
"Census Tract 380, Bronx County, New York",Census Tract 380,Bronx County,New York,380,2380,Williamsbridge-Olinville,2017,5225,0,0
"Census Tract 381, Bronx County, New York",Census Tract 381,Bronx County,New York,381,2381,Mount Hope,2017,7175,11,0.001533101
"Census Tract 382, Bronx County, New York",Census Tract 382,Bronx County,New York,382,2382,Williamsbridge-Olinville,2017,2814,0,0
"Census Tract 383.01, Bronx County, New York",Census Tract 383.01,Bronx County,New York,383.01,2383.01,Fordham South,2017,4842,0,0
"Census Tract 383.02, Bronx County, New York",Census Tract 383.02,Bronx County,New York,383.02,2383.02,Fordham South,2017,6034,18,0.002983096
"Census Tract 385, Bronx County, New York",Census Tract 385,Bronx County,New York,385,2385,Claremont-Bathgate,2017,4757,7,0.001471516
"Census Tract 386, Bronx County, New York",Census Tract 386,Bronx County,New York,386,2386,Eastchester-Edenwald-Baychester,2017,8408,0,0
"Census Tract 387, Bronx County, New York",Census Tract 387,Bronx County,New York,387,2387,Belmont,2017,3630,136,0.037465565
"Census Tract 388, Bronx County, New York",Census Tract 388,Bronx County,New York,388,2388,Williamsbridge-Olinville,2017,2528,0,0
"Census Tract 389, Bronx County, New York",Census Tract 389,Bronx County,New York,389,2389,Belmont,2017,6040,471,0.077980132
"Census Tract 390, Bronx County, New York",Census Tract 390,Bronx County,New York,390,2390,Williamsbridge-Olinville,2017,2515,0,0
"Census Tract 391, Bronx County, New York",Census Tract 391,Bronx County,New York,391,2391,Belmont,2017,7089,156,0.022005925
"Census Tract 392, Bronx County, New York",Census Tract 392,Bronx County,New York,392,2392,Williamsbridge-Olinville,2017,1738,7,0.004027618
"Census Tract 393, Bronx County, New York",Census Tract 393,Bronx County,New York,393,2393,Belmont,2017,9292,71,0.007640981
"Census Tract 394, Bronx County, New York",Census Tract 394,Bronx County,New York,394,2394,Williamsbridge-Olinville,2017,5143,37,0.007194245
"Census Tract 395, Bronx County, New York",Census Tract 395,Bronx County,New York,395,2395,Claremont-Bathgate,2017,4327,0,0
"Census Tract 396, Bronx County, New York",Census Tract 396,Bronx County,New York,396,2396,Williamsbridge-Olinville,2017,4743,0,0
"Census Tract 397, Bronx County, New York",Census Tract 397,Bronx County,New York,397,2397,Belmont,2017,3939,766,0.1944656
"Census Tract 398, Bronx County, New York",Census Tract 398,Bronx County,New York,398,2398,Williamsbridge-Olinville,2017,3442,152,0.044160372
"Census Tract 399.01, Bronx County, New York",Census Tract 399.01,Bronx County,New York,399.01,2399.01,Bedford Park-Fordham North,2017,5983,23,0.003844225
"Census Tract 399.02, Bronx County, New York",Census Tract 399.02,Bronx County,New York,399.02,2399.02,Bedford Park-Fordham North,2017,5375,96,0.017860465
"Census Tract 401, Bronx County, New York",Census Tract 401,Bronx County,New York,401,2401,Bedford Park-Fordham North,2017,4425,28,0.006327684
"Census Tract 403.02, Bronx County, New York",Census Tract 403.02,Bronx County,New York,403.02,2403.02,Bedford Park-Fordham North,2017,4438,20,0.004506534
"Census Tract 403.03, Bronx County, New York",Census Tract 403.03,Bronx County,New York,403.03,2403.03,Van Cortlandt Village,2017,5149,37,0.007185861
"Census Tract 403.04, Bronx County, New York",Census Tract 403.04,Bronx County,New York,403.04,2403.04,Van Cortlandt Village,2017,4009,14,0.003492143
"Census Tract 404, Bronx County, New York",Census Tract 404,Bronx County,New York,404,2404,Williamsbridge-Olinville,2017,3483,16,0.004593741
"Census Tract 405.01, Bronx County, New York",Census Tract 405.01,Bronx County,New York,405.01,2405.01,Bedford Park-Fordham North,2017,4521,41,0.00906879
"Census Tract 405.02, Bronx County, New York",Census Tract 405.02,Bronx County,New York,405.02,2405.02,Bedford Park-Fordham North,2017,7172,0,0
"Census Tract 406, Bronx County, New York",Census Tract 406,Bronx County,New York,406,2406,Williamsbridge-Olinville,2017,3870,0,0
"Census Tract 407.01, Bronx County, New York",Census Tract 407.01,Bronx County,New York,407.01,2407.01,Van Cortlandt Village,2017,3291,82,0.024916439
"Census Tract 407.02, Bronx County, New York",Census Tract 407.02,Bronx County,New York,407.02,2407.02,Bedford Park-Fordham North,2017,7050,54,0.007659574
"Census Tract 408, Bronx County, New York",Census Tract 408,Bronx County,New York,408,2408,Williamsbridge-Olinville,2017,4710,14,0.002972399
"Census Tract 409, Bronx County, New York",Census Tract 409,Bronx County,New York,409,2409,Van Cortlandt Village,2017,3122,37,0.011851377
"Census Tract 411, Bronx County, New York",Census Tract 411,Bronx County,New York,411,2411,Bedford Park-Fordham North,2017,3416,45,0.013173302
"Census Tract 413, Bronx County, New York",Census Tract 413,Bronx County,New York,413,2413,Bedford Park-Fordham North,2017,7897,79,0.010003799
"Census Tract 414, Bronx County, New York",Census Tract 414,Bronx County,New York,414,2414,Woodlawn-Wakefield,2017,4769,220,0.046131264
"Census Tract 415, Bronx County, New York",Census Tract 415,Bronx County,New York,415,2415,Bedford Park-Fordham North,2017,6238,60,0.009618467
"Census Tract 418, Bronx County, New York",Census Tract 418,Bronx County,New York,418,2418,Woodlawn-Wakefield,2017,4194,31,0.007391512
"Census Tract 419, Bronx County, New York",Census Tract 419,Bronx County,New York,419,2419,Norwood,2017,7238,129,0.017822603
"Census Tract 420, Bronx County, New York",Census Tract 420,Bronx County,New York,420,2420,Williamsbridge-Olinville,2017,3698,10,0.002704164
"Census Tract 421, Bronx County, New York",Census Tract 421,Bronx County,New York,421,2421,Norwood,2017,5887,0,0
"Census Tract 422, Bronx County, New York",Census Tract 422,Bronx County,New York,422,2422,Williamsbridge-Olinville,2017,3338,19,0.005692031
"Census Tract 423, Bronx County, New York",Census Tract 423,Bronx County,New York,423,2423,Norwood,2017,4658,71,0.015242593
"Census Tract 424, Bronx County, New York",Census Tract 424,Bronx County,New York,424,2424,Williamsbridge-Olinville,2017,2485,38,0.015291751
"Census Tract 425, Bronx County, New York",Census Tract 425,Bronx County,New York,425,2425,Norwood,2017,5940,153,0.025757576
"Census Tract 426, Bronx County, New York",Census Tract 426,Bronx County,New York,426,2426,Woodlawn-Wakefield,2017,6942,93,0.013396716
"Census Tract 428, Bronx County, New York",Census Tract 428,Bronx County,New York,428,2428,Woodlawn-Wakefield,2017,2069,23,0.011116481
"Census Tract 429.01, Bronx County, New York",Census Tract 429.01,Bronx County,New York,429.01,2429.01,Norwood,2017,4123,63,0.015280136
"Census Tract 429.02, Bronx County, New York",Census Tract 429.02,Bronx County,New York,429.02,2429.02,Norwood,2017,4445,17,0.003824522
"Census Tract 430, Bronx County, New York",Census Tract 430,Bronx County,New York,430,2430,Woodlawn-Wakefield,2017,3648,111,0.030427632
"Census Tract 431, Bronx County, New York",Census Tract 431,Bronx County,New York,431,2431,Norwood,2017,10265,41,0.003994155
"Census Tract 434, Bronx County, New York",Census Tract 434,Bronx County,New York,434,2434,Woodlawn-Wakefield,2017,3952,65,0.016447368
"Census Tract 435, Bronx County, New York",Census Tract 435,Bronx County,New York,435,2435,park-cemetery-etc-Bronx,2017,165,0,0
"Census Tract 436, Bronx County, New York",Census Tract 436,Bronx County,New York,436,2436,Woodlawn-Wakefield,2017,2237,44,0.0196692
"Census Tract 442, Bronx County, New York",Census Tract 442,Bronx County,New York,442,2442,Woodlawn-Wakefield,2017,3642,0,0
"Census Tract 444, Bronx County, New York",Census Tract 444,Bronx County,New York,444,2444,Woodlawn-Wakefield,2017,4155,80,0.019253911
"Census Tract 448, Bronx County, New York",Census Tract 448,Bronx County,New York,448,2448,Woodlawn-Wakefield,2017,1964,19,0.009674134
"Census Tract 449.01, Bronx County, New York",Census Tract 449.01,Bronx County,New York,449.01,2449.01,Woodlawn-Wakefield,2017,1550,158,0.101935484
"Census Tract 449.02, Bronx County, New York",Census Tract 449.02,Bronx County,New York,449.02,2449.02,Woodlawn-Wakefield,2017,1882,192,0.102019129
"Census Tract 451.01, Bronx County, New York",Census Tract 451.01,Bronx County,New York,451.01,2451.01,Woodlawn-Wakefield,2017,1537,175,0.113858165
"Census Tract 451.02, Bronx County, New York",Census Tract 451.02,Bronx County,New York,451.02,2451.02,Woodlawn-Wakefield,2017,1637,244,0.149053146
"Census Tract 456, Bronx County, New York",Census Tract 456,Bronx County,New York,456,2456,Eastchester-Edenwald-Baychester,2017,3189,609,0.190968956
"Census Tract 458, Bronx County, New York",Census Tract 458,Bronx County,New York,458,2458,Eastchester-Edenwald-Baychester,2017,5506,25,0.004540501
"Census Tract 460, Bronx County, New York",Census Tract 460,Bronx County,New York,460,2460,Eastchester-Edenwald-Baychester,2017,3073,17,0.005532053
"Census Tract 462.01, Bronx County, New York",Census Tract 462.01,Bronx County,New York,462.01,2462.01,Co-op City,2017,28937,158,0.005460138
"Census Tract 462.02, Bronx County, New York",Census Tract 462.02,Bronx County,New York,462.02,2462.02,Co-op City,2017,9690,124,0.012796698
"Census Tract 1, Bronx County, New York",Census Tract 1,Bronx County,New York,1,21,Rikers Island,2017,7411,29,0.003913102
"Census Tract 2, Bronx County, New York",Census Tract 2,Bronx County,New York,2,22,Soundview-Castle Hill-Clason Point-Harding Park,2017,5058,18,0.003558719
"Census Tract 4, Bronx County, New York",Census Tract 4,Bronx County,New York,4,24,Soundview-Castle Hill-Clason Point-Harding Park,2017,5944,177,0.029777927
"Census Tract 16, Bronx County, New York",Census Tract 16,Bronx County,New York,16,216,Soundview-Castle Hill-Clason Point-Harding Park,2017,6115,60,0.009811938
"Census Tract 19, Bronx County, New York",Census Tract 19,Bronx County,New York,19,219,Mott Haven-Port Morris,2017,2817,59,0.020944267
"Census Tract 20, Bronx County, New York",Census Tract 20,Bronx County,New York,20,220,Soundview-Castle Hill-Clason Point-Harding Park,2017,9608,13,0.0013530390000000001
"Census Tract 23, Bronx County, New York",Census Tract 23,Bronx County,New York,23,223,Mott Haven-Port Morris,2017,4733,62,0.013099514
"Census Tract 24, Bronx County, New York",Census Tract 24,Bronx County,New York,24,224,park-cemetery-etc-Bronx,2017,130,0,0
"Census Tract 25, Bronx County, New York",Census Tract 25,Bronx County,New York,25,225,Mott Haven-Port Morris,2017,5760,0,0
"Census Tract 27.01, Bronx County, New York",Census Tract 27.01,Bronx County,New York,27.01,227.01,Mott Haven-Port Morris,2017,2958,21,0.007099391
"Census Tract 27.02, Bronx County, New York",Census Tract 27.02,Bronx County,New York,27.02,227.02,Mott Haven-Port Morris,2017,4538,0,0
"Census Tract 28, Bronx County, New York",Census Tract 28,Bronx County,New York,28,228,Soundview-Castle Hill-Clason Point-Harding Park,2017,5423,52,0.0095887880000000009
"Census Tract 31, Bronx County, New York",Census Tract 31,Bronx County,New York,31,231,Mott Haven-Port Morris,2017,1675,12,0.007164179
"Census Tract 33, Bronx County, New York",Census Tract 33,Bronx County,New York,33,233,Mott Haven-Port Morris,2017,3693,27,0.007311129
"Census Tract 35, Bronx County, New York",Census Tract 35,Bronx County,New York,35,235,Mott Haven-Port Morris,2017,3821,0,0
"Census Tract 37, Bronx County, New York",Census Tract 37,Bronx County,New York,37,237,Mott Haven-Port Morris,2017,292,4,0.01369863
"Census Tract 38, Bronx County, New York",Census Tract 38,Bronx County,New York,38,238,Soundview-Castle Hill-Clason Point-Harding Park,2017,1437,30,0.020876827
"Census Tract 39, Bronx County, New York",Census Tract 39,Bronx County,New York,39,239,Mott Haven-Port Morris,2017,6473,150,0.023173181
"Census Tract 40.01, Bronx County, New York",Census Tract 40.01,Bronx County,New York,40.01,240.01,Soundview-Bruckner,2017,1428,82,0.057422969
"Census Tract 41, Bronx County, New York",Census Tract 41,Bronx County,New York,41,241,Mott Haven-Port Morris,2017,5946,34,0.00571813
"Census Tract 42, Bronx County, New York",Census Tract 42,Bronx County,New York,42,242,Soundview-Castle Hill-Clason Point-Harding Park,2017,7814,195,0.024955209
"Census Tract 43, Bronx County, New York",Census Tract 43,Bronx County,New York,43,243,Mott Haven-Port Morris,2017,6190,8,0.001292407
"Census Tract 44, Bronx County, New York",Census Tract 44,Bronx County,New York,44,244,Soundview-Bruckner,2017,4446,9,0.002024291
"Census Tract 46, Bronx County, New York",Census Tract 46,Bronx County,New York,46,246,Soundview-Castle Hill-Clason Point-Harding Park,2017,1876,35,0.018656716
"Census Tract 48, Bronx County, New York",Census Tract 48,Bronx County,New York,48,248,Soundview-Bruckner,2017,4536,0,0
"Census Tract 50.01, Bronx County, New York",Census Tract 50.01,Bronx County,New York,50.01,250.01,Soundview-Bruckner,2017,5101,75,0.014702999
"Census Tract 50.02, Bronx County, New York",Census Tract 50.02,Bronx County,New York,50.02,250.02,Soundview-Bruckner,2017,5583,0,0
"Census Tract 51, Bronx County, New York",Census Tract 51,Bronx County,New York,51,251,Mott Haven-Port Morris,2017,5721,10,0.001747946
"Census Tract 52, Bronx County, New York",Census Tract 52,Bronx County,New York,52,252,Soundview-Bruckner,2017,2151,14,0.006508601
"Census Tract 53, Bronx County, New York",Census Tract 53,Bronx County,New York,53,253,University Heights-Morris Heights,2017,4167,8,0.001919846
"Census Tract 54, Bronx County, New York",Census Tract 54,Bronx County,New York,54,254,West Farms-Bronx River,2017,6463,1,1.55e-4
"Census Tract 56, Bronx County, New York",Census Tract 56,Bronx County,New York,56,256,West Farms-Bronx River,2017,2608,4,0.001533742
"Census Tract 59.02, Bronx County, New York",Census Tract 59.02,Bronx County,New York,59.02,259.02,East Concourse-Concourse Village,2017,2757,11,0.003989844
"Census Tract 60, Bronx County, New York",Census Tract 60,Bronx County,New York,60,260,Crotona Park East,2017,1328,5,0.00376506
